# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_rare_amino_acid_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SMTN	ENSG00000183963	ENST00000624247	protein_coding	14	78	170	1296	0	71	0	0	0	1	0	2	2	383	0	8	0	356	165	0	0	0	0	1	25	0	0	5	0	0	62	501
SNAP29	ENSG00000099940	ENST00000215730	protein_coding	13	79	134	501	0	25	17	0	90	1	1	1	0	0	0	6	0	184	131	0	0	0	1	0	24	1	0	5	0	0	45	220
SNAP29	ENSG00000099940	ENST00000439214	protein_coding	8	38	71	596	0	0	2	0	14	1	1	1	0	29	0	5	1	150	68	0	0	0	1	0	23	0	0	2	0	0	18	420
SNAP29	ENSG00000099940	ENST00000490458	retained_intron	1	4	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	154	0	0	1	0	4	0	0	0	0	0	0	297
SNORA77B	ENSG00000264346	ENST00000578179	snoRNA	0	0	0	519	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	332
SNORD125	ENSG00000239127	ENST00000459538	snoRNA	0	0	0	753	0	0	0	0	0	0	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68
SNORD13P1	ENSG00000238498	ENST00000458891	snoRNA	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378
SNORD43	ENSG00000263764	ENST00000583861	snoRNA	0	0	0	728	0	0	0	0	0	0	0	0	0	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126
SNORD83A	ENSG00000209482	ENST00000386747	snoRNA	0	0	0	995	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	546
SNORD83B	ENSG00000209480	ENST00000386745	snoRNA	0	1	0	868	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	611
SNRPD3	ENSG00000100028	ENST00000215829	protein_coding	0	36	27	487	0	35	1	0	5	0	0	0	0	0	0	0	0	98	27	0	0	0	0	0	8	0	0	0	0	0	27	356
SNRPD3	ENSG00000100028	ENST00000402849	protein_coding	6	35	25	694	0	0	1	0	5	0	0	0	0	210	0	2	0	132	25	0	0	0	2	1	9	0	0	0	2	0	27	356
SNRPD3	ENSG00000100028	ENST00000468770	retained_intron	0	1	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	47	0	0	0	0	1	0	0	0	0	0	0	356
SNU13	ENSG00000100138	ENST00000215956	protein_coding	2	56	24	246	0	28	13	0	112	0	0	0	0	0	0	1	0	108	24	0	0	0	0	0	13	1	0	0	0	0	33	8
SNU13	ENSG00000100138	ENST00000401959	protein_coding	1	50	24	595	0	28	5	0	24	0	0	0	0	0	0	1	1	261	24	0	0	0	0	0	14	0	0	0	0	0	33	293
SNU13	ENSG00000100138	ENST00000402458	protein_coding	1	43	24	642	0	0	0	0	0	0	0	0	0	28	0	1	0	371	24	0	0	0	0	0	12	0	0	0	0	0	33	253
SNU13	ENSG00000100138	ENST00000463675	protein_coding	0	37	14	611	0	28	7	0	31	0	0	0	0	0	0	0	0	261	14	0	0	0	0	0	14	0	0	0	0	0	16	302
SNU13	ENSG00000100138	ENST00000469028	protein_coding	0	30	11	618	0	0	6	0	29	0	0	0	0	37	0	0	0	261	11	0	0	0	0	0	14	0	0	0	0	0	10	302
SNU13	ENSG00000100138	ENST00000469522	protein_coding	0	5	0	344	0	0	3	0	12	0	0	0	0	0	0	0	1	32	0	0	0	0	0	0	2	0	0	0	0	0	0	301
SNU13	ENSG00000100138	ENST00000488571	processed_transcript	0	13	0	302	0	0	0	0	0	0	0	0	0	58	0	0	0	108	0	75	0	0	0	0	13	0	0	0	0	0	0	74
SNU13	ENSG00000100138	ENST00000648161	processed_transcript	0	3	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	63	0	0	0	0	3	0	0	0	0	0	0	73
SNU13	ENSG00000100138	ENST00000648350	protein_coding	16	96	131	467	0	28	0	0	0	0	0	0	0	0	0	10	0	200	131	0	0	0	0	0	20	0	0	6	0	0	82	253
SNU13	ENSG00000100138	ENST00000648674	protein_coding	2	68	24	600	0	28	21	0	134	0	0	0	0	0	0	1	0	158	24	0	0	0	0	0	17	1	0	0	0	0	33	291
SNU13	ENSG00000100138	ENST00000649479	protein_coding	0	38	14	615	0	28	8	0	34	0	0	0	0	0	0	0	0	261	14	0	0	0	0	0	14	0	0	0	0	0	16	303
SNU13	ENSG00000100138	ENST00000649722	nonsense_mediated_decay	0	19	0	740	0	49	0	0	0	0	0	0	0	37	0	0	0	303	0	117	0	0	0	0	19	0	0	0	0	0	0	253
SOX10	ENSG00000100146	ENST00000360880	protein_coding	2	127	154	737	0	45	1	0	36	0	1	1	2	468	0	1	0	194	150	0	0	0	0	0	7	0	0	1	0	0	119	0
SOX10	ENSG00000100146	ENST00000396884	protein_coding	2	127	154	734	0	44	1	0	36	0	1	1	2	466	0	1	0	101	150	0	0	0	0	0	7	0	0	1	0	0	119	93
SOX10	ENSG00000100146	ENST00000427770	protein_coding	2	52	72	408	0	0	1	0	36	0	1	0	2	227	0	1	0	55	69	0	0	0	0	0	3	0	0	1	0	0	48	93
SOX10	ENSG00000100146	ENST00000446929	protein_coding	1	49	51	968	0	0	0	0	1	0	0	0	0	492	0	1	0	276	51	0	0	0	0	0	6	0	0	0	0	0	44	204
SOX10	ENSG00000100146	ENST00000470555	processed_transcript	0	3	0	530	0	0	0	0	0	0	0	0	0	266	0	0	0	166	0	8	0	0	0	0	3	0	0	0	0	0	0	93
SOX10	ENSG00000100146	ENST00000651746	protein_coding	1	19	25	787	0	0	0	0	1	0	0	0	0	492	0	1	0	260	25	0	0	0	0	0	2	0	0	0	0	0	17	36
SOX10	ENSG00000100146	ENST00000652356	retained_intron	0	1	0	286	0	0	0	0	0	0	0	0	0	50	0	0	0	5	0	139	0	0	0	0	1	0	0	0	0	0	0	93
SPECC1L	ENSG00000100014	ENST00000314328	protein_coding	24	235	398	671	0	39	0	0	14	0	0	0	0	0	0	11	0	661	398	0	0	0	4	4	56	0	0	8	0	0	199	0
SPECC1L	ENSG00000100014	ENST00000416735	processed_transcript	3	16	0	661	0	0	0	0	0	0	0	0	0	101	0	0	0	488	0	92	0	0	1	2	17	0	0	0	0	0	0	0
SPECC1L	ENSG00000100014	ENST00000421374	protein_coding	19	155	293	349	0	0	0	0	14	0	0	0	0	97	0	10	0	259	293	0	0	0	1	2	26	0	0	8	0	0	136	0
SPECC1L	ENSG00000100014	ENST00000437398	protein_coding	24	235	398	671	0	39	0	0	14	0	0	0	0	0	0	11	0	661	398	0	0	0	4	4	56	0	0	8	0	0	199	0
SPECC1L	ENSG00000100014	ENST00000440893	protein_coding	5	34	88	491	0	0	0	0	3	0	0	0	0	370	0	3	0	48	88	0	0	0	0	1	6	0	0	2	0	0	31	74
SPECC1L	ENSG00000100014	ENST00000472799	retained_intron	1	1	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	89	0	0	0	1	1	0	0	0	0	0	0	56
SPECC1L	ENSG00000100014	ENST00000541492	protein_coding	24	231	392	681	0	39	0	0	14	0	0	0	0	0	0	11	0	668	392	0	0	0	4	4	52	0	0	8	0	0	198	0
SPECC1L	ENSG00000100014	ENST00000651059	protein_coding	23	230	384	691	0	39	0	0	14	0	0	0	0	0	0	10	0	682	384	0	0	0	4	4	58	0	0	8	0	0	193	0
SPECC1L-ADORA2A	ENSG00000258555	ENST00000358654	nonsense_mediated_decay	8	60	0	2172	0	507	0	0	14	0	0	0	0	0	0	0	0	700	0	1021	0	0	4	4	61	0	0	0	0	0	0	0
SREBF2	ENSG00000198911	ENST00000361204	protein_coding	30	315	531	1541	0	31	8	0	50	2	7	2	7	413	0	14	0	1097	513	0	0	0	1	3	68	0	0	12	0	0	261	0
SREBF2	ENSG00000198911	ENST00000424354	nonsense_mediated_decay	9	90	0	2873	0	505	8	0	50	0	0	0	0	413	0	0	0	973	0	1023	0	0	4	5	83	0	0	0	0	0	0	0
SREBF2	ENSG00000198911	ENST00000435061	protein_coding	3	55	104	799	0	0	0	0	2	0	0	0	0	244	0	2	0	365	104	0	0	0	0	1	16	0	0	0	0	0	45	199
SREBF2	ENSG00000198911	ENST00000462539	retained_intron	0	12	0	675	0	0	0	0	0	0	0	0	0	295	0	0	0	102	0	175	0	0	0	0	12	0	0	0	0	0	0	115
SREBF2	ENSG00000198911	ENST00000463741	retained_intron	0	1	0	742	0	0	0	0	0	0	0	0	0	402	0	0	0	54	0	90	0	0	0	0	1	0	0	0	0	0	0	197
SREBF2	ENSG00000198911	ENST00000464119	retained_intron	0	7	0	635	0	0	0	0	0	0	0	0	0	303	0	0	0	44	0	102	0	0	0	0	7	0	0	0	0	0	0	193
SREBF2	ENSG00000198911	ENST00000490262	retained_intron	1	5	0	772	0	0	0	0	0	0	0	0	0	288	0	0	0	49	0	100	0	0	0	1	5	0	0	0	0	0	0	341
SREBF2	ENSG00000198911	ENST00000491541	processed_transcript	4	37	0	1517	0	0	0	0	0	0	0	0	0	413	0	0	0	501	0	443	0	0	2	2	37	0	0	0	0	0	0	201
SREBF2	ENSG00000198911	ENST00000612482	protein_coding	30	216	275	1909	0	402	11	0	72	3	6	2	6	413	0	12	0	1076	258	0	0	0	2	4	72	1	0	11	0	0	147	0
SREBF2-AS1	ENSG00000184068	ENST00000333487		0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0
SRRD	ENSG00000100104	ENST00000215917	protein_coding	20	86	159	1157	0	198	0	0	5	0	0	0	3	480	0	14	0	242	156	0	0	0	0	1	26	0	0	5	0	0	70	249
SRRD	ENSG00000100104	ENST00000471799	retained_intron	0	4	0	809	0	0	0	0	0	0	0	0	0	381	0	0	0	49	0	125	0	0	0	0	4	0	0	0	0	0	0	258
SRRD	ENSG00000100104	ENST00000477945	retained_intron	1	13	0	811	0	0	0	0	0	0	0	0	0	394	0	0	0	113	0	126	0	0	0	1	13	0	0	0	0	0	0	192
SSTR3	ENSG00000278195	ENST00000610913	protein_coding	18	157	215	364	0	29	19	0	134	0	0	2	2	0	0	9	1	206	211	0	0	0	1	3	3	1	0	3	1	0	134	0
SSTR3	ENSG00000278195	ENST00000617123	protein_coding	15	158	215	364	0	20	16	0	118	0	0	2	2	9	0	9	1	51	211	0	0	0	1	0	7	1	0	3	1	0	134	171
ST13	ENSG00000100380	ENST00000216218	protein_coding	21	97	151	950	0	27	8	0	71	1	1	0	1	0	0	6	0	546	148	0	0	0	1	4	50	1	0	9	1	0	53	347
ST13	ENSG00000100380	ENST00000411695	protein_coding	7	52	60	737	0	0	0	0	0	1	0	0	0	170	0	3	0	321	59	0	0	0	0	2	31	0	0	3	0	0	32	268
ST13	ENSG00000100380	ENST00000413424	nonsense_mediated_decay	2	25	0	655	0	21	0	0	0	0	0	0	0	226	0	0	0	235	0	95	0	0	0	2	25	0	0	0	0	0	0	105
ST13	ENSG00000100380	ENST00000455824	nonsense_mediated_decay	5	41	0	1320	0	109	4	0	50	0	0	0	0	117	0	0	0	538	0	188	0	0	1	4	37	0	0	0	0	0	0	360
ST13	ENSG00000100380	ENST00000480048	retained_intron	4	12	0	495	0	0	0	0	0	0	0	0	0	99	0	0	0	206	0	112	0	0	1	3	12	0	0	0	0	0	0	94
ST13	ENSG00000100380	ENST00000495652	retained_intron	0	2	0	320	0	0	0	0	0	0	0	0	0	147	0	0	0	27	0	68	0	0	0	0	2	0	0	0	0	0	0	80
ST13	ENSG00000100380	ENST00000620312	protein_coding	10	68	84	1029	0	55	0	0	13	1	0	0	0	0	0	4	0	608	83	0	0	0	1	2	39	1	0	3	0	0	39	384
SULT4A1	ENSG00000130540	ENST00000330884	protein_coding	6	97	88	693	0	21	4	0	57	2	0	0	0	0	0	2	0	637	86	0	0	0	1	1	28	0	0	2	0	0	73	0
SULT4A1	ENSG00000130540	ENST00000422525	nonsense_mediated_decay	2	37	0	946	0	51	4	0	50	0	0	0	0	0	0	0	0	613	0	260	0	0	1	1	33	0	0	0	0	0	0	7
SULT4A1	ENSG00000130540	ENST00000432404	nonsense_mediated_decay	2	27	0	985	0	116	1	0	17	0	0	0	0	0	0	0	0	661	0	179	0	0	1	1	26	0	0	0	0	0	0	40
SULT4A1	ENSG00000130540	ENST00000475131	retained_intron	0	10	0	729	0	0	0	0	0	0	0	0	0	390	0	0	0	114	0	83	0	0	0	0	10	0	0	0	0	0	0	152
SUN2	ENSG00000100242	ENST00000405018	protein_coding	31	237	345	1181	0	31	11	0	81	0	1	4	0	76	0	9	0	1018	340	0	0	0	5	5	70	1	0	10	1	0	178	33
SUN2	ENSG00000100242	ENST00000405510	protein_coding	32	241	333	1199	0	31	16	0	89	0	1	4	0	80	0	9	0	912	328	0	0	0	5	6	72	1	0	10	1	0	175	146
SUN2	ENSG00000100242	ENST00000406622	protein_coding	31	221	333	1327	0	31	0	0	9	0	1	4	0	0	0	9	0	1343	328	0	0	0	5	5	68	1	0	10	1	0	175	0
SUN2	ENSG00000100242	ENST00000417332	protein_coding	9	43	62	742	0	0	4	0	36	0	1	1	0	266	0	1	0	134	60	0	0	0	0	2	13	1	0	5	0	0	29	318
SUN2	ENSG00000100242	ENST00000420859	protein_coding	8	50	69	803	0	0	4	0	32	0	1	0	0	233	0	1	0	276	68	0	0	0	0	2	12	1	0	4	0	0	34	275
SUN2	ENSG00000100242	ENST00000430185	protein_coding	3	38	73	932	0	0	0	0	2	0	0	0	0	326	0	0	0	162	73	0	0	0	0	1	20	0	0	2	0	0	28	453
SUN2	ENSG00000100242	ENST00000433561	protein_coding	7	35	55	755	0	0	0	0	9	0	1	1	0	263	0	1	0	354	53	0	0	0	1	1	9	1	0	3	0	0	27	139
SUN2	ENSG00000100242	ENST00000438058	protein_coding	10	88	119	942	0	0	13	0	91	0	1	0	0	247	0	1	0	595	118	0	0	0	0	3	31	1	0	5	0	0	54	33
SUN2	ENSG00000100242	ENST00000439339	protein_coding	9	46	48	761	0	0	10	0	56	0	1	0	0	272	0	1	0	270	47	0	0	0	2	2	12	1	0	3	0	0	25	176
SUN2	ENSG00000100242	ENST00000452294	protein_coding	9	46	66	738	0	0	4	0	36	0	1	1	0	248	0	1	0	195	64	0	0	0	1	2	11	1	0	4	0	0	32	271
SUN2	ENSG00000100242	ENST00000455125	protein_coding	5	57	79	641	0	0	0	0	0	0	0	1	0	77	0	1	0	133	78	0	0	0	1	1	10	0	0	2	0	0	51	439
SUN2	ENSG00000100242	ENST00000456894	protein_coding	9	83	118	724	0	0	9	0	89	0	1	1	0	91	0	1	0	301	116	0	0	0	1	2	29	1	0	4	0	0	55	265
SUN2	ENSG00000100242	ENST00000464202	retained_intron	1	10	0	844	0	0	0	0	0	0	0	0	0	494	0	0	0	137	0	127	0	0	1	0	10	0	0	0	0	0	0	97
SUN2	ENSG00000100242	ENST00000469086	retained_intron	4	16	0	835	0	0	0	0	0	0	0	0	0	318	0	0	0	173	0	249	0	0	2	2	16	0	0	0	0	0	0	115
SUN2	ENSG00000100242	ENST00000470642	retained_intron	1	6	0	775	0	0	0	0	0	0	0	0	0	118	0	0	0	73	0	100	0	0	0	1	6	0	0	0	0	0	0	491
SUN2	ENSG00000100242	ENST00000477262	retained_intron	5	22	0	828	0	0	0	0	0	0	0	0	0	245	0	0	0	264	0	221	0	0	3	2	22	0	0	0	0	0	0	125
SUN2	ENSG00000100242	ENST00000480307	retained_intron	1	15	0	909	0	0	0	0	0	0	0	0	0	168	0	0	0	142	0	136	0	0	1	0	15	0	0	0	0	0	0	479
SUN2	ENSG00000100242	ENST00000494273	retained_intron	2	7	0	845	0	0	0	0	0	0	0	0	0	250	0	0	0	148	0	178	0	0	0	2	7	0	0	0	0	0	0	278
SUSD2	ENSG00000099994	ENST00000358321	protein_coding	48	266	461	777	0	17	1	0	16	1	3	2	1	0	0	16	0	542	454	0	0	0	3	14	55	1	0	14	0	0	229	255
SUSD2	ENSG00000099994	ENST00000463101	retained_intron	13	41	0	1443	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	876	0	0	3	10	43	0	0	0	0	0	0	271
SYCE3	ENSG00000217442	ENST00000402753	protein_coding	2	19	42	686	0	7	3	0	7	0	0	0	0	612	0	1	0	49	42	0	0	0	0	0	4	1	0	0	0	0	12	15
SYCE3	ENSG00000217442	ENST00000406915	protein_coding	4	17	42	683	0	20	0	0	0	0	0	0	0	599	0	1	0	71	42	0	0	0	2	0	6	1	0	0	0	0	12	0
SYN3	ENSG00000185666	ENST00000332840	protein_coding	8	76	153	281	0	0	0	0	0	0	0	2	1	24	0	3	0	245	150	0	0	0	0	2	22	0	0	3	1	0	61	29
SYN3	ENSG00000185666	ENST00000358763	protein_coding	13	139	271	850	0	24	4	0	26	0	0	3	1	0	0	5	0	831	267	0	0	0	1	3	40	0	0	4	1	0	108	0
SYN3	ENSG00000185666	ENST00000412575	protein_coding	2	30	55	96	0	0	4	0	26	0	0	1	0	33	0	1	0	38	54	0	0	0	0	0	3	0	0	1	0	0	25	0
SYN3	ENSG00000185666	ENST00000441821	protein_coding	2	30	64	87	0	0	4	0	26	0	0	1	0	24	0	1	0	38	63	0	0	0	0	0	2	0	0	1	0	0	25	0
SYN3	ENSG00000185666	ENST00000459990	processed_transcript	0	7	0	387	0	0	0	0	0	0	0	0	0	89	0	0	0	138	0	109	0	0	0	0	7	0	0	0	0	0	0	58
SYN3	ENSG00000185666	ENST00000461446	retained_intron	0	9	0	385	0	0	0	0	0	0	0	0	0	68	0	0	0	134	0	127	0	0	0	0	9	0	0	0	0	0	0	65
SYN3	ENSG00000185666	ENST00000462268	processed_transcript	0	3	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	38	0	0	0	0	3	0	0	0	0	0	0	25
SYN3	ENSG00000185666	ENST00000467095	processed_transcript	0	9	0	180	0	0	0	0	0	0	0	0	0	21	0	0	0	67	0	101	0	0	0	0	9	0	0	0	0	0	0	0
SYN3	ENSG00000185666	ENST00000467824	retained_intron	0	2	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	51	0	0	0	0	2	0	0	0	0	0	0	32
SYN3	ENSG00000185666	ENST00000468922	processed_transcript	1	11	0	382	0	0	0	0	0	0	0	0	0	124	0	0	0	114	0	98	0	0	0	1	11	0	0	0	0	0	0	58
SYN3	ENSG00000185666	ENST00000472027	retained_intron	0	3	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	40	0	0	0	0	3	0	0	0	0	0	0	0
SYN3	ENSG00000185666	ENST00000483062	retained_intron	1	13	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	195	0	0	0	1	13	0	0	0	0	0	0	68
SYN3	ENSG00000185666	ENST00000619146	protein_coding	4	46	83	196	0	0	0	0	0	0	0	1	1	0	0	1	0	178	81	0	0	0	0	2	12	0	0	1	0	0	37	29
SYNGR1	ENSG00000100321	ENST00000216155	protein_coding	1	39	59	635	0	16	4	0	38	0	0	0	0	414	0	0	0	152	59	0	0	0	1	0	6	0	0	0	0	0	32	19
SYNGR1	ENSG00000100321	ENST00000318801	protein_coding	7	64	103	679	0	146	5	0	53	0	0	0	0	139	0	0	0	350	103	0	0	0	2	1	14	0	0	2	2	0	49	4
SYNGR1	ENSG00000100321	ENST00000328933	protein_coding	6	76	134	636	0	25	2	0	14	1	0	0	2	0	0	2	0	565	131	0	0	0	2	1	15	0	0	1	0	0	65	44
SYNGR1	ENSG00000100321	ENST00000381535	protein_coding	11	61	95	574	0	146	0	0	3	0	0	0	0	140	0	1	1	277	95	0	0	0	2	1	16	1	0	4	2	0	49	22
SYNGR1	ENSG00000100321	ENST00000406293	protein_coding	4	55	89	704	0	7	2	0	14	0	0	0	0	429	0	0	0	222	89	0	0	0	2	1	14	0	0	0	1	0	44	44
SYNGR1	ENSG00000100321	ENST00000415332	nonsense_mediated_decay	3	13	0	967	0	116	2	0	16	0	0	0	0	236	0	0	0	315	0	257	0	0	2	1	11	0	0	0	0	0	0	41
SYNGR1	ENSG00000100321	ENST00000489206	retained_intron	1	3	0	726	0	0	0	0	0	0	0	0	0	363	0	0	0	117	0	195	0	0	1	0	3	0	0	0	0	0	0	55
TAB1	ENSG00000100324	ENST00000216160	protein_coding	21	152	258	1436	0	397	1	0	14	0	0	0	0	398	0	10	0	624	258	0	0	0	3	2	39	1	0	6	0	0	125	34
TAB1	ENSG00000100324	ENST00000331454	protein_coding	20	139	226	1482	0	27	1	0	13	0	0	0	0	0	0	9	0	1440	226	0	0	0	3	2	41	1	0	5	0	0	110	35
TAB1	ENSG00000100324	ENST00000461775	retained_intron	1	6	0	435	0	0	0	0	0	0	0	0	0	249	0	0	0	88	0	105	0	0	1	0	6	0	0	0	0	0	0	0
TAB1	ENSG00000100324	ENST00000473491	retained_intron	1	15	0	1290	0	0	0	0	0	0	0	0	0	794	0	0	0	117	0	141	0	0	1	0	15	0	0	0	0	0	0	254
TAB1	ENSG00000100324	ENST00000473613	retained_intron	1	11	0	541	0	0	0	0	0	0	0	0	0	249	0	0	0	126	0	145	0	0	1	0	11	0	0	0	0	0	0	33
TAB1	ENSG00000100324	ENST00000488859	processed_transcript	0	2	0	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	43	0	0	0	0	2	0	0	0	0	0	0	750
TAB1	ENSG00000100324	ENST00000490819	retained_intron	0	3	0	504	0	0	0	0	0	0	0	0	0	236	0	0	0	39	0	49	0	0	0	0	3	0	0	0	0	0	0	183
TAFA5	ENSG00000219438	ENST00000336769	protein_coding	0	51	64	487	0	0	0	0	0	0	0	0	0	0	0	0	0	455	64	0	0	0	0	0	9	0	0	0	0	0	46	37
TAFA5	ENSG00000219438	ENST00000358295	protein_coding	1	63	70	380	0	29	7	0	70	0	0	0	0	0	0	0	0	246	70	0	0	0	0	1	12	0	0	0	0	0	50	42
TAFA5	ENSG00000219438	ENST00000402357	protein_coding	0	55	64	485	0	29	2	0	37	0	0	0	0	0	0	0	0	426	64	0	0	0	0	0	11	0	0	0	0	0	46	0
TAFA5	ENSG00000219438	ENST00000406880	protein_coding	1	25	25	157	0	29	2	0	17	0	0	0	0	0	0	0	0	118	25	0	0	0	0	0	9	0	0	1	0	0	16	0
TAFA5	ENSG00000219438	ENST00000473898	processed_transcript	1	8	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	114	0	0	0	1	8	0	0	0	0	0	0	100
TANGO2	ENSG00000183597	ENST00000327374	protein_coding	18	68	112	411	0	24	2	0	10	1	0	0	0	0	0	5	0	398	111	0	0	0	2	4	23	2	0	5	0	0	50	0
TANGO2	ENSG00000183597	ENST00000398042	protein_coding	15	54	83	457	0	24	2	0	10	1	0	0	0	0	0	4	0	441	82	0	0	0	2	3	17	2	0	4	0	0	38	0
TANGO2	ENSG00000183597	ENST00000399807	nonsense_mediated_decay	6	30	0	730	0	108	7	0	45	0	0	0	0	0	0	0	0	357	0	249	0	0	2	4	23	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000401833	protein_coding	20	83	126	385	0	24	7	0	45	1	0	0	0	0	0	7	0	338	125	0	0	0	2	4	25	1	0	6	0	0	59	0
TANGO2	ENSG00000183597	ENST00000401886	protein_coding	15	54	83	457	0	24	2	0	10	1	0	0	0	0	0	4	0	441	82	0	0	0	2	3	17	2	0	4	0	0	38	0
TANGO2	ENSG00000183597	ENST00000411907	processed_transcript	5	19	0	582	0	0	0	0	0	0	0	0	0	170	0	0	0	326	0	110	0	0	2	3	19	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000420290	protein_coding	12	28	44	525	0	60	2	0	10	1	0	0	0	0	0	3	0	471	43	0	0	0	2	2	16	2	0	3	0	0	13	0
TANGO2	ENSG00000183597	ENST00000430807	nonsense_mediated_decay	6	23	0	648	0	59	2	0	10	0	0	0	0	95	0	0	0	371	0	140	0	0	2	4	21	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000432198	protein_coding	12	19	33	328	0	0	2	0	10	1	0	0	0	154	0	3	0	174	32	0	0	0	2	2	10	2	0	3	0	0	10	0
TANGO2	ENSG00000183597	ENST00000432883	protein_coding	12	64	73	469	0	24	8	0	47	0	0	0	0	0	0	2	0	417	73	0	0	0	2	4	21	0	1	4	0	0	39	0
TANGO2	ENSG00000183597	ENST00000434168	protein_coding	17	59	93	440	0	0	2	0	10	1	0	0	0	98	0	4	0	352	92	0	0	0	2	4	23	2	0	5	0	0	42	0
TANGO2	ENSG00000183597	ENST00000434570	protein_coding	18	54	77	465	0	43	7	0	45	1	0	0	0	0	0	6	0	396	76	0	0	0	2	3	23	1	0	5	1	0	32	0
TANGO2	ENSG00000183597	ENST00000444651	nonsense_mediated_decay	5	20	0	671	0	78	2	0	10	0	0	0	0	0	0	0	0	434	0	159	0	0	2	3	18	0	0	0	0	0	0	13
TANGO2	ENSG00000183597	ENST00000447208	protein_coding	14	48	78	469	0	24	2	0	10	1	0	0	0	0	0	4	0	452	77	0	0	0	2	2	18	2	0	4	0	0	32	0
TANGO2	ENSG00000183597	ENST00000450019	nonsense_mediated_decay	7	26	0	731	0	146	2	0	10	0	0	0	0	0	0	0	0	383	0	223	0	0	3	4	24	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000450664	protein_coding	15	42	66	486	0	0	2	0	10	1	0	0	0	186	0	4	0	307	65	0	0	0	2	3	20	2	0	4	0	0	27	0
TANGO2	ENSG00000183597	ENST00000456048	protein_coding	20	83	126	385	0	24	7	0	45	1	0	0	0	0	0	7	0	338	125	0	0	0	2	4	25	1	0	6	0	0	59	0
TANGO2	ENSG00000183597	ENST00000462579	retained_intron	5	16	0	585	0	0	0	0	0	0	0	0	0	141	0	0	0	313	0	139	0	0	2	3	16	0	0	0	0	0	0	13
TANGO2	ENSG00000183597	ENST00000471707	retained_intron	4	16	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	103	0	0	2	2	16	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000475446	processed_transcript	3	8	0	241	0	0	0	0	0	0	0	0	0	66	0	0	0	146	0	40	0	0	1	2	8	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000476940	processed_transcript	0	1	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	46	0	0	0	0	1	0	0	0	0	0	0	150
TANGO2	ENSG00000183597	ENST00000479679	processed_transcript	4	15	0	370	0	0	0	0	0	0	0	0	0	99	0	0	0	212	0	78	0	0	2	2	15	0	0	0	0	0	0	0
